wiki_text,groundtruth
"[ORG] is an online company that buys and sells residential real estate. Headquartered in San Francisco, it makes instant cash offers on homes through an online process, makes repairs on the properties it purchases and relists them for sale.[2] It also provides mobile application-based home buying services along with financing. As of November 2021, the company operates in 44 markets in the US.[3]",['Real Estate']
"[ORG] was the university hospital affiliated with the [ORG]. After merging with the VU University Medical Center, it now operates as the Amsterdam University Medical Center, a single organization with two locations, affiliated with two universities. It was one of the largest and leading hospitals of the Netherlands,[2] located in the Bijlmer neighborhood in the most south-eastern part of the city of Amsterdam. AMC consistently ranked among the top 50 medical schools in the world.[3]","['Medical', 'Research']"
"[ORG] is an American billionaire and the CEO and founder of Epic Systems, a healthcare software company located in Verona, Wisconsin.[2] Faulkner founded Epic Systems in 1979, with the original name of Human Services Computing.[3] In 2013, Forbes called her ""the most powerful woman in healthcare"",[4] and on their 2020 list of the world's billionaires she was ranked 836th with a net worth of US$5.5 billion.[5]   ",['Medical']
"[ORG] is the largest stevedoring company in Russia, specialising in coal transshipment using automated conveyor equipment. The level of automation of operations is 100%. The port's main cargo is coal mined in Kuzbass, Eastern Siberia and the Far East.[2] More than 99% of cargo is exported, primarily to countries in the Asia-Pacific region which include mainly South Korea, Japan, and China. It is the largest coal terminal in Russia. In 2016, the company shipped 23.5 million tonnes of coal, which is about 30% of the Far East ports' cargo turnover and about 20% of the cargo turnover of all coal ports in Russia.[3] The sole executive body of JSC ""Vostochny Port"" is ""Managing Port Company"", LLC.",['Fossil Energy']
"[ORG] is a telecommunication company in Georgia, and a subsidiary of Silk Road Group.   ",['ISP']
"[ORG] is a Dutch construction-services business with headquarters in Bunnik, Netherlands. It is the largest construction company based on revenue in the Netherlands.[2]",['Capital Goods']
"[ORG] is an exchange group based in the United States. It includes exchanges such as the New York Stock Exchange, ICE Futures U.S., ICE Futures Europe, and ICE Futures Canada. It was founded on May 11, 2000, and has 12 exchanges under its umbrella.",['Finance']
"[ORG] is a film production and distribution company in the United States. It is owned by Comcast through NBC Universal's NBC Universal Film and Entertainment division. Its headquarters is located in Universal City, San Fernando Valley, California. Additionally, its distribution and other departments are based in New York.",['Media']
" This article discusses the history of the Los Angeles County Metropolitan Transportation Authority (LACMTA, also known as ""Metro""), the regional transportation planning agency for Los Angeles County, California.   ","['Transportation', 'Government']"
[ORG] is one of the twelve ministries of the Finnish Government.,"['Transportation', 'Government']"
"[ORG] is a cloud-based people development software provider and learning technology company.[3][4] The company was publicly traded on the NASDAQ stock exchange under the ticker symbol Nasdaq:?CSOD until it was acquired by private-equity firm Clearlake Capital in 2021.[5] Cornerstone started as CyberU, which provided online corporate training and education for adults, but eventually shifted focus to human resources software.[6]   ",['Software']
"[ORG] was a 1580?megawatt electric (MWe) coal-fired power plant that was located in Laughlin, Nevada. Southern California Edison is the majority owner of the plant and was its operator.[2] The plant entered commercial operation in 1971. A steam line that ran near the plant's control room and cafeteria ruptured on June 9, 1985, fatally scalding six and injuring ten more. In 2005, the plant was shut down and was later dismantled.",['Utilities']
"[ORG] is one of the chemical manufacturers in the United States, headquartered in Pittsburgh, Pennsylvania. It was founded in 1883 as Pittsburgh Plate Glass Company.",['Fundamental Materials']
" This article outlines the history of Wells Fargo & [ORG] and beyond. The new company chose to retain the name of ""Wells Fargo"" and so this article is about the history after the merger.   ",['Finance']
[ORG] is an American government official who served as director of the Bureau of Land Management from March 2013 to January 2017 under President Barack Obama.[1]   ,['Government']
"[ORG] is a United States company specializing in industrial automation. The headquarters is located in Mayfield Heights, Ohio, in the Greater Cleveland area. The company was founded in 1917 and was listed on the NYSE on December 9, 1964. In 2016, it was ranked 230 in the Fortune 500.",['Capital Goods']
"[ORG] is an international financial institution which is owned by member central banks.[2] Its primary goal is to foster international monetary and financial cooperation while serving as a bank for central banks.[3] With its establishment in 1929, its initial purpose was to oversee the settlement of World War I war reparations.[4]   ",['Finance']
